"id";"timestamp";"tipo";"estado";"canal";"tsRecibido";"tsPreparando";"tsListo";"tsEnCamino";"tsEntregado";"tsUltimoCambio";"motivoDemora";"historialEstados";"atencion_min";"preparacion_min";"empaque_min";"entrega_min";"total_min";"grupo";"registro_corregido";"fechas_invalidas";"meta_min";"cumple_meta"
"7a8de1ba1e9646bf";"2026-09-12T15:10:00.000Z";"domicilio";"Entregado";"web";"2026-09-12T15:10:00.000Z";"2026-09-12T15:12:00.000Z";"2026-09-12T15:25:00.000Z";"2026-09-12T15:27:00.000Z";"2026-09-12T15:30:00.000Z";"2026-09-12T15:12:00.000Z";"alta demanda";"[{""hora"":""2026-09-12T15:10:00.000Z"",""de"":null,""a"":""Recibido""},{""hora"":""2026-09-12T15:30:00.000Z"",""de"":""Listo para entregar"",""a"":""Entregado""}]";"2";"13";"2";"3";"20";"Resto";"false";"false";"20";"true"
"811ac076cf564f64";"2026-09-12T15:11:00.000Z";"local";"Entregado";"web";"2026-09-12T15:11:00.000Z";"2026-09-12T15:13:00.000Z";"2026-09-12T15:26:00.000Z";"";"2026-09-12T15:32:00.000Z";"2026-09-12T15:13:00.000Z";"alta demanda";"[{""hora"":""2026-09-12T15:11:00.000Z"",""de"":null,""a"":""Recibido""},{""hora"":""2026-09-12T15:32:00.000Z"",""de"":""Listo para entregar"",""a"":""Entregado""}]";"2";"13";"6";"";"21";"Resto";"false";"false";"20";"false"
"4904adafaa2a491a";"2026-09-12T15:12:00.000Z";"domicilio";"Entregado";"mostrador";"2026-09-12T15:12:00.000Z";"2026-09-12T15:14:00.000Z";"2026-09-12T15:27:00.000Z";"2026-09-12T15:29:00.000Z";"2026-09-12T15:34:00.000Z";"2026-09-12T15:14:00.000Z";"";"[{""hora"":""2026-09-12T15:12:00.000Z"",""de"":null,""a"":""Recibido""},{""hora"":""2026-09-12T15:34:00.000Z"",""de"":""Listo para entregar"",""a"":""Entregado""}]";"2";"13";"2";"5";"22";"Resto";"false";"false";"20";"false"
"28aca347b11e41c0";"2026-09-12T15:13:00.000Z";"local";"Entregado";"web";"2026-09-12T15:13:00.000Z";"2026-09-12T15:15:00.000Z";"2026-09-12T15:28:00.000Z";"";"2026-09-12T15:36:00.000Z";"2026-09-12T15:15:00.000Z";"alta demanda";"[{""hora"":""2026-09-12T15:13:00.000Z"",""de"":null,""a"":""Recibido""},{""hora"":""2026-09-12T15:36:00.000Z"",""de"":""Listo para entregar"",""a"":""Entregado""}]";"2";"13";"8";"";"23";"Resto";"false";"false";"20";"false"
"0b42d2fce56849e7";"2026-09-12T15:14:00.000Z";"domicilio";"Entregado";"web";"2026-09-12T15:14:00.000Z";"2026-09-12T15:16:00.000Z";"2026-09-12T15:29:00.000Z";"2026-09-12T15:31:00.000Z";"2026-09-12T15:38:00.000Z";"2026-09-12T15:16:00.000Z";"alta demanda";"[{""hora"":""2026-09-12T15:14:00.000Z"",""de"":null,""a"":""Recibido""},{""hora"":""2026-09-12T15:38:00.000Z"",""de"":""Listo para entregar"",""a"":""Entregado""}]";"2";"13";"2";"7";"24";"Resto";"false";"false";"20";"false"
"32cf0295ba4e46f9";"2026-09-12T15:15:00.000Z";"local";"Entregado";"mostrador";"2026-09-12T15:15:00.000Z";"2026-09-12T15:17:00.000Z";"2026-09-12T15:30:00.000Z";"";"2026-09-12T15:35:00.000Z";"2026-09-12T15:17:00.000Z";"";"[{""hora"":""2026-09-12T15:15:00.000Z"",""de"":null,""a"":""Recibido""},{""hora"":""2026-09-12T15:35:00.000Z"",""de"":""Listo para entregar"",""a"":""Entregado""}]";"2";"13";"5";"";"20";"Resto";"false";"false";"20";"true"
"0bc03c9a70974910";"2026-09-12T15:16:00.000Z";"domicilio";"Entregado";"web";"2026-09-12T15:16:00.000Z";"2026-09-12T15:18:00.000Z";"2026-09-12T15:31:00.000Z";"2026-09-12T15:33:00.000Z";"2026-09-12T15:37:00.000Z";"2026-09-12T15:18:00.000Z";"alta demanda";"[{""hora"":""2026-09-12T15:16:00.000Z"",""de"":null,""a"":""Recibido""},{""hora"":""2026-09-12T15:37:00.000Z"",""de"":""Listo para entregar"",""a"":""Entregado""}]";"2";"13";"2";"4";"21";"Resto";"false";"false";"20";"false"
"a61ac9bf9e9c495d";"2026-09-12T15:17:00.000Z";"local";"Entregado";"web";"2026-09-12T15:17:00.000Z";"2026-09-12T15:19:00.000Z";"2026-09-12T15:32:00.000Z";"";"2026-09-12T15:39:00.000Z";"2026-09-12T15:19:00.000Z";"alta demanda";"[{""hora"":""2026-09-12T15:17:00.000Z"",""de"":null,""a"":""Recibido""},{""hora"":""2026-09-12T15:39:00.000Z"",""de"":""Listo para entregar"",""a"":""Entregado""}]";"2";"13";"7";"";"22";"Resto";"false";"false";"20";"false"
"e899185534e24037";"2026-09-12T15:18:00.000Z";"domicilio";"Entregado";"mostrador";"2026-09-12T15:18:00.000Z";"2026-09-12T15:20:00.000Z";"2026-09-12T15:33:00.000Z";"2026-09-12T15:35:00.000Z";"2026-09-12T15:41:00.000Z";"2026-09-12T15:20:00.000Z";"";"[{""hora"":""2026-09-12T15:18:00.000Z"",""de"":null,""a"":""Recibido""},{""hora"":""2026-09-12T15:41:00.000Z"",""de"":""Listo para entregar"",""a"":""Entregado""}]";"2";"13";"2";"6";"23";"Resto";"false";"false";"20";"false"
"839970bf9a75484e";"2026-09-12T15:19:00.000Z";"local";"Entregado";"web";"2026-09-12T15:19:00.000Z";"2026-09-12T15:21:00.000Z";"2026-09-12T15:34:00.000Z";"";"2026-09-12T15:43:00.000Z";"2026-09-12T15:21:00.000Z";"alta demanda";"[{""hora"":""2026-09-12T15:19:00.000Z"",""de"":null,""a"":""Recibido""},{""hora"":""2026-09-12T15:43:00.000Z"",""de"":""Listo para entregar"",""a"":""Entregado""}]";"2";"13";"9";"";"24";"Resto";"false";"false";"20";"false"
"a18de6f632e34162";"2026-09-12T15:20:00.000Z";"domicilio";"Preparando";"web";"2026-09-12T15:20:00.000Z";"2026-09-12T18:53:22.752Z";"";"";"";"2026-09-12T18:53:22.752Z";"alta demanda";"[{""hora"":""2026-09-12T15:20:00.000Z"",""de"":null,""a"":""Recibido""},{""hora"":""2026-09-12T18:53:22.752Z"",""de"":""Recibido"",""a"":""Preparando"",""operacion"":""bc24593a-a996-4cc8-b81d-614c44b83188"",""correccion"":false,""motivo"":""""}]";"213.3792";"";"";"";"";"Resto";"false";"false";"20";""
"0f4333152c2b4acd";"2026-09-12T15:21:00.000Z";"local";"Preparando";"mostrador";"2026-09-12T15:21:00.000Z";"2026-09-12T15:23:00.000Z";"";"";"";"2026-09-12T15:23:00.000Z";"";"[{""hora"":""2026-09-12T15:21:00.000Z"",""de"":null,""a"":""Recibido""}]";"2";"";"";"";"";"Resto";"false";"false";"20";""
"51381d9f94ea4be3";"2026-09-12T15:22:00.000Z";"domicilio";"Listo para entregar";"web";"2026-09-12T15:22:00.000Z";"2026-09-12T15:24:00.000Z";"2026-09-12T15:37:00.000Z";"";"";"2026-09-12T15:24:00.000Z";"alta demanda";"[{""hora"":""2026-09-12T15:22:00.000Z"",""de"":null,""a"":""Recibido""}]";"2";"13";"";"";"";"Resto";"false";"false";"20";""
"a3a17582e58a4cf6";"2026-09-12T15:23:00.000Z";"local";"Preparando";"web";"2026-09-12T15:23:00.000Z";"2026-09-12T15:25:00.000Z";"";"";"";"2026-09-12T15:25:00.000Z";"alta demanda";"[{""hora"":""2026-09-12T15:23:00.000Z"",""de"":null,""a"":""Recibido""}]";"2";"";"";"";"";"Resto";"false";"false";"20";""
"6fcd37e25fc347ee";"2026-09-12T15:24:00.000Z";"domicilio";"Recibido";"mostrador";"2026-09-12T15:24:00.000Z";"";"";"";"";"2026-09-12T15:26:00.000Z";"";"[{""hora"":""2026-09-12T15:24:00.000Z"",""de"":null,""a"":""Recibido""}]";"";"";"";"";"";"Resto";"false";"false";"20";""
"9b43381283ae44d0";"2026-09-12T15:25:00.000Z";"local";"Preparando";"web";"2026-09-12T15:25:00.000Z";"2026-09-12T15:27:00.000Z";"";"";"";"2026-09-12T15:27:00.000Z";"alta demanda";"[{""hora"":""2026-09-12T15:25:00.000Z"",""de"":null,""a"":""Recibido""}]";"2";"";"";"";"";"Resto";"false";"false";"20";""
"86dbb479a1094531";"2026-09-12T15:26:00.000Z";"domicilio";"Listo para entregar";"web";"2026-09-12T15:26:00.000Z";"2026-09-12T15:28:00.000Z";"2026-09-12T15:41:00.000Z";"";"";"2026-09-12T15:28:00.000Z";"alta demanda";"[{""hora"":""2026-09-12T15:26:00.000Z"",""de"":null,""a"":""Recibido""}]";"2";"13";"";"";"";"Resto";"false";"false";"20";""
"a268d73952e44a49";"2026-09-12T15:27:00.000Z";"local";"Preparando";"mostrador";"2026-09-12T15:27:00.000Z";"2026-09-12T15:29:00.000Z";"";"";"";"2026-09-12T15:29:00.000Z";"";"[{""hora"":""2026-09-12T15:27:00.000Z"",""de"":null,""a"":""Recibido""}]";"2";"";"";"";"";"Resto";"false";"false";"20";""
"88fdcf6d229344e5";"2026-09-12T15:28:00.000Z";"domicilio";"Recibido";"web";"2026-09-12T15:28:00.000Z";"";"";"";"";"2026-09-12T15:30:00.000Z";"alta demanda";"[{""hora"":""2026-09-12T15:28:00.000Z"",""de"":null,""a"":""Recibido""}]";"";"";"";"";"";"Resto";"false";"false";"20";""
"ecf6c92b3f0f4927";"2026-09-12T15:29:00.000Z";"local";"Preparando";"web";"2026-09-12T15:29:00.000Z";"2026-09-12T15:31:00.000Z";"";"";"";"2026-09-12T15:31:00.000Z";"alta demanda";"[{""hora"":""2026-09-12T15:29:00.000Z"",""de"":null,""a"":""Recibido""}]";"2";"";"";"";"";"Resto";"false";"false";"20";""
"9e43a10b47ae4866";"2026-09-12T15:30:00.000Z";"domicilio";"Listo para entregar";"mostrador";"2026-09-12T15:30:00.000Z";"2026-09-12T15:32:00.000Z";"2026-09-12T15:45:00.000Z";"";"";"2026-09-12T15:32:00.000Z";"";"[{""hora"":""2026-09-12T15:30:00.000Z"",""de"":null,""a"":""Recibido""}]";"2";"13";"";"";"";"Resto";"false";"false";"20";""
"e341d5d730b74063";"2026-09-12T15:31:00.000Z";"local";"Preparando";"web";"2026-09-12T15:31:00.000Z";"2026-09-12T15:33:00.000Z";"";"";"";"2026-09-12T15:33:00.000Z";"alta demanda";"[{""hora"":""2026-09-12T15:31:00.000Z"",""de"":null,""a"":""Recibido""}]";"2";"";"";"";"";"Resto";"false";"false";"20";""
"953eb5b1da264d6d";"2026-09-12T15:32:00.000Z";"domicilio";"Recibido";"web";"2026-09-12T15:32:00.000Z";"";"";"";"";"2026-09-12T15:34:00.000Z";"alta demanda";"[{""hora"":""2026-09-12T15:32:00.000Z"",""de"":null,""a"":""Recibido""}]";"";"";"";"";"";"Resto";"false";"false";"20";""
"32fccf13df2643cf";"2026-09-12T15:33:00.000Z";"local";"Preparando";"mostrador";"2026-09-12T15:33:00.000Z";"2026-09-12T15:35:00.000Z";"";"";"";"2026-09-12T15:35:00.000Z";"";"[{""hora"":""2026-09-12T15:33:00.000Z"",""de"":null,""a"":""Recibido""}]";"2";"";"";"";"";"Resto";"false";"false";"20";""
"76a542617d5943e1";"2026-09-12T15:34:00.000Z";"domicilio";"Listo para entregar";"web";"2026-09-12T15:34:00.000Z";"2026-09-12T15:36:00.000Z";"2026-09-12T15:49:00.000Z";"";"";"2026-09-12T15:36:00.000Z";"alta demanda";"[{""hora"":""2026-09-12T15:34:00.000Z"",""de"":null,""a"":""Recibido""}]";"2";"13";"";"";"";"Resto";"false";"false";"20";""
"aadd6be97183476f";"2026-09-12T15:35:00.000Z";"local";"Preparando";"web";"2026-09-12T15:35:00.000Z";"2026-09-12T15:37:00.000Z";"";"";"";"2026-09-12T15:37:00.000Z";"alta demanda";"[{""hora"":""2026-09-12T15:35:00.000Z"",""de"":null,""a"":""Recibido""}]";"2";"";"";"";"";"Resto";"false";"false";"20";""
"15fabd5370d94a53";"2026-09-12T15:36:00.000Z";"domicilio";"Recibido";"mostrador";"2026-09-12T15:36:00.000Z";"";"";"";"";"2026-09-12T15:38:00.000Z";"";"[{""hora"":""2026-09-12T15:36:00.000Z"",""de"":null,""a"":""Recibido""}]";"";"";"";"";"";"Resto";"false";"false";"20";""
"13d4772526c84550";"2026-09-12T15:37:00.000Z";"local";"Preparando";"web";"2026-09-12T15:37:00.000Z";"2026-09-12T15:39:00.000Z";"";"";"";"2026-09-12T15:39:00.000Z";"alta demanda";"[{""hora"":""2026-09-12T15:37:00.000Z"",""de"":null,""a"":""Recibido""}]";"2";"";"";"";"";"Resto";"false";"false";"20";""
"555a08ee47224bb7";"2026-09-12T15:38:00.000Z";"domicilio";"Listo para entregar";"web";"2026-09-12T15:38:00.000Z";"2026-09-12T15:40:00.000Z";"2026-09-12T15:53:00.000Z";"";"";"2026-09-12T15:40:00.000Z";"alta demanda";"[{""hora"":""2026-09-12T15:38:00.000Z"",""de"":null,""a"":""Recibido""}]";"2";"13";"";"";"";"Resto";"false";"false";"20";""
"b73dab662cb74d54";"2026-09-12T15:39:00.000Z";"local";"Preparando";"mostrador";"2026-09-12T15:39:00.000Z";"2026-09-12T15:41:00.000Z";"";"";"";"2026-09-12T15:41:00.000Z";"";"[{""hora"":""2026-09-12T15:39:00.000Z"",""de"":null,""a"":""Recibido""}]";"2";"";"";"";"";"Resto";"false";"false";"20";""
